invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_amount
7446,Walm065,Texas City,Fashion Accessories,25.0,3.0,2023-11-28,17:45:00,Credit Card,7.0,0.33,75.0
7447,Walm025,Waco,Home And Lifestyle,52.0,1.0,2022-12-22,20:26:00,Credit Card,4.0,0.48,52.0
7448,Walm086,Rosenberg,Fashion Accessories,71.0,1.0,2023-11-19,16:23:00,Credit Card,6.0,0.33,71.0
7449,Walm038,Sugar Land,Home And Lifestyle,26.0,3.0,2020-12-17,15:27:00,Credit Card,3.0,0.48,78.0
7450,Walm089,Southlake,Fashion Accessories,44.0,2.0,2021-12-31,18:05:00,Credit Card,5.0,0.33,88.0
7451,Walm054,Sherman,Home And Lifestyle,48.0,1.0,2022-11-14,17:55:00,Credit Card,4.0,0.21,48.0
7452,Walm030,Richardson,Fashion Accessories,63.0,2.0,2023-12-02,19:17:00,Credit Card,4.0,0.48,126.0
7453,Walm082,Weslaco,Home And Lifestyle,50.0,2.0,2023-12-14,16:45:00,Credit Card,5.0,0.33,100.0
7454,Walm065,Texas City,Fashion Accessories,53.0,2.0,2022-12-08,15:33:00,Credit Card,6.0,0.33,106.0
7455,Walm065,Texas City,Home And Lifestyle,77.0,3.0,2021-12-18,16:28:00,Credit Card,7.0,0.33,231.0
7456,Walm050,Victoria,Fashion Accessories,47.0,2.0,2022-11-27,19:01:00,Ewallet,6.0,0.48,94.0
7457,Walm084,Schertz,Home And Lifestyle,33.0,2.0,2023-12-01,18:20:00,Credit Card,7.0,0.33,66.0
7458,Walm073,Seguin,Fashion Accessories,54.0,3.0,2020-12-15,16:39:00,Credit Card,5.0,0.33,162.0
7459,Walm038,Sugar Land,Home And Lifestyle,53.0,1.0,2020-12-10,17:26:00,Credit Card,3.0,0.48,53.0
7460,Walm082,Weslaco,Fashion Accessories,34.0,2.0,2023-12-22,18:22:00,Credit Card,5.0,0.33,68.0
7461,Walm038,Sugar Land,Home And Lifestyle,80.0,3.0,2022-11-17,17:44:00,Credit Card,4.0,0.48,240.0
7462,Walm075,San Marcos,Fashion Accessories,77.0,2.0,2022-12-04,16:24:00,Credit Card,6.0,0.33,154.0
7463,Walm009,Plano,Home And Lifestyle,57.0,2.0,2021-12-05,17:41:00,Credit Card,4.0,0.48,114.0
7464,Walm030,Richardson,Fashion Accessories,60.0,1.0,2021-11-08,19:42:00,Credit Card,5.0,0.48,60.0
7465,Walm074,Weslaco,Home And Lifestyle,74.0,2.0,2021-12-26,16:32:00,Credit Card,3.0,0.33,148.0
7466,Walm038,Sugar Land,Fashion Accessories,34.0,2.0,2022-11-27,15:34:00,Credit Card,4.0,0.48,68.0
7467,Walm046,Temple,Home And Lifestyle,32.0,1.0,2022-12-24,18:10:00,Credit Card,4.0,0.48,32.0
7468,Walm084,Schertz,Fashion Accessories,77.0,2.0,2021-12-13,19:03:00,Credit Card,5.0,0.33,154.0
7469,Walm038,Sugar Land,Home And Lifestyle,51.0,2.0,2023-12-01,15:37:00,Credit Card,6.0,0.48,102.0
7470,Walm055,Waxahachie,Fashion Accessories,55.0,1.0,2020-11-15,16:56:00,Credit Card,7.0,0.33,55.0
7471,Walm038,Sugar Land,Home And Lifestyle,49.0,1.0,2023-11-08,16:35:00,Credit Card,5.0,0.48,49.0
7472,Walm029,Round Rock,Fashion Accessories,81.0,1.0,2020-11-24,16:30:00,Credit Card,3.0,0.48,81.0
7473,Walm087,Waxahachie,Home And Lifestyle,55.0,2.0,2020-12-31,20:46:00,Credit Card,4.0,0.33,110.0
7474,Walm035,San Angelo,Fashion Accessories,44.0,3.0,2022-11-23,18:42:00,Credit Card,3.0,0.48,132.0
7475,Walm069,Rockwall,Home And Lifestyle,69.0,2.0,2020-12-25,20:04:00,Credit Card,5.0,0.33,138.0
7476,Walm054,Sherman,Fashion Accessories,51.0,2.0,2020-12-31,20:36:00,Credit Card,7.0,0.21,102.0
7477,Walm055,Waxahachie,Home And Lifestyle,78.0,1.0,2021-12-23,18:47:00,Credit Card,7.0,0.33,78.0
7478,Walm075,San Marcos,Fashion Accessories,45.0,1.0,2021-11-14,18:39:00,Credit Card,7.0,0.33,45.0
7479,Walm035,San Angelo,Home And Lifestyle,85.0,3.0,2021-11-25,17:14:00,Credit Card,5.0,0.48,255.0
7480,Walm038,Sugar Land,Fashion Accessories,21.0,1.0,2023-11-03,16:13:00,Credit Card,7.0,0.48,21.0
7481,Walm065,Texas City,Home And Lifestyle,65.0,3.0,2023-12-10,15:45:00,Credit Card,4.0,0.33,195.0
7482,Walm050,Victoria,Fashion Accessories,68.0,3.0,2020-12-29,15:13:00,Ewallet,7.0,0.48,204.0
7483,Walm003,San Antonio,Home And Lifestyle,51.0,2.0,2022-12-15,15:22:00,Credit Card,5.0,0.48,102.0
7484,Walm065,Texas City,Fashion Accessories,79.0,3.0,2020-12-18,20:27:00,Credit Card,4.0,0.33,237.0
7485,Walm009,Plano,Home And Lifestyle,50.0,3.0,2023-11-16,16:21:00,Credit Card,3.0,0.48,150.0
7486,Walm032,Tyler,Fashion Accessories,16.0,1.0,2021-11-04,16:55:00,Credit Card,6.0,0.48,16.0
7487,Walm054,Sherman,Home And Lifestyle,35.0,2.0,2021-12-02,18:34:00,Credit Card,4.0,0.21,70.0
7488,Walm058,Port Arthur,Fashion Accessories,72.0,3.0,2022-11-20,15:26:00,Credit Card,5.0,0.33,216.0
7489,Walm069,Rockwall,Home And Lifestyle,33.0,3.0,2023-12-26,15:43:00,Credit Card,4.0,0.33,99.0
7490,Walm009,Plano,Fashion Accessories,20.0,3.0,2023-12-07,19:51:00,Credit Card,3.0,0.48,60.0
7491,Walm054,Sherman,Home And Lifestyle,77.0,1.0,2020-11-18,16:13:00,Credit Card,5.0,0.21,77.0
7492,Walm058,Port Arthur,Fashion Accessories,24.0,3.0,2020-12-31,17:08:00,Credit Card,5.0,0.33,72.0
7493,Walm087,Waxahachie,Home And Lifestyle,18.0,2.0,2023-11-27,16:19:00,Credit Card,7.0,0.33,36.0
7494,Walm087,Waxahachie,Fashion Accessories,27.0,1.0,2022-11-29,19:38:00,Credit Card,5.0,0.33,27.0
7495,Walm025,Waco,Home And Lifestyle,19.0,2.0,2021-12-01,17:56:00,Credit Card,4.0,0.48,38.0
7496,Walm074,Weslaco,Fashion Accessories,26.0,1.0,2022-11-30,19:56:00,Credit Card,5.0,0.33,26.0
7497,Walm058,Port Arthur,Home And Lifestyle,37.0,2.0,2022-11-28,15:12:00,Credit Card,3.0,0.33,74.0
7498,Walm086,Rosenberg,Fashion Accessories,84.0,3.0,2021-11-04,17:33:00,Credit Card,3.0,0.33,252.0
7499,Walm087,Waxahachie,Home And Lifestyle,31.0,1.0,2020-11-04,17:39:00,Credit Card,5.0,0.33,31.0
7500,Walm046,Temple,Fashion Accessories,39.0,3.0,2023-11-23,20:08:00,Credit Card,6.0,0.48,117.0
7501,Walm029,Round Rock,Home And Lifestyle,48.0,1.0,2022-11-04,18:11:00,Credit Card,3.0,0.48,48.0
7502,Walm035,San Angelo,Fashion Accessories,49.0,3.0,2023-12-21,17:16:00,Credit Card,5.0,0.48,147.0
7503,Walm029,Round Rock,Home And Lifestyle,43.0,2.0,2021-11-25,20:29:00,Credit Card,6.0,0.48,86.0
7504,Walm046,Temple,Fashion Accessories,49.0,3.0,2020-11-24,19:56:00,Credit Card,7.0,0.48,147.0
7505,Walm025,Waco,Home And Lifestyle,61.0,1.0,2021-11-16,16:18:00,Credit Card,7.0,0.48,61.0
7506,Walm082,Weslaco,Fashion Accessories,34.0,2.0,2020-11-18,16:47:00,Credit Card,3.0,0.33,68.0
7507,Walm029,Round Rock,Home And Lifestyle,40.0,3.0,2022-12-17,16:10:00,Credit Card,5.0,0.48,120.0
7508,Walm038,Sugar Land,Fashion Accessories,49.0,1.0,2023-11-29,19:46:00,Credit Card,7.0,0.48,49.0
7509,Walm029,Round Rock,Home And Lifestyle,70.0,2.0,2022-11-28,15:32:00,Credit Card,3.0,0.48,140.0
7510,Walm055,Waxahachie,Fashion Accessories,34.0,2.0,2023-12-01,16:55:00,Credit Card,5.0,0.33,68.0
7511,Walm030,Richardson,Home And Lifestyle,74.0,1.0,2022-12-25,19:17:00,Credit Card,4.0,0.48,74.0
7512,Walm054,Sherman,Fashion Accessories,47.0,3.0,2020-11-03,16:26:00,Credit Card,6.0,0.21,141.0
7513,Walm054,Sherman,Home And Lifestyle,72.0,3.0,2022-11-02,20:46:00,Credit Card,6.0,0.21,216.0
7514,Walm032,Tyler,Fashion Accessories,64.0,3.0,2020-11-21,15:17:00,Credit Card,7.0,0.48,192.0
7515,Walm069,Rockwall,Home And Lifestyle,84.0,2.0,2023-12-30,18:25:00,Credit Card,3.0,0.33,168.0
7516,Walm050,Victoria,Fashion Accessories,72.0,2.0,2021-11-26,20:22:00,Ewallet,5.0,0.48,144.0
7517,Walm035,San Angelo,Home And Lifestyle,46.0,1.0,2022-12-27,18:57:00,Credit Card,6.0,0.48,46.0
7518,Walm054,Sherman,Fashion Accessories,15.0,3.0,2020-11-26,20:26:00,Credit Card,3.0,0.21,45.0
7519,Walm075,San Marcos,Home And Lifestyle,63.0,3.0,2021-12-19,16:36:00,Credit Card,5.0,0.33,189.0
7520,Walm025,Waco,Fashion Accessories,84.0,1.0,2020-12-25,19:02:00,Credit Card,7.0,0.48,84.0
7521,Walm035,San Angelo,Home And Lifestyle,24.0,1.0,2023-11-24,18:39:00,Credit Card,6.0,0.48,24.0
7522,Walm086,Rosenberg,Fashion Accessories,84.0,3.0,2020-12-24,16:02:00,Credit Card,6.0,0.33,252.0
7523,Walm065,Texas City,Home And Lifestyle,85.0,2.0,2021-11-13,19:25:00,Credit Card,7.0,0.33,170.0
7524,Walm089,Southlake,Fashion Accessories,54.0,3.0,2021-11-25,16:43:00,Credit Card,5.0,0.33,162.0
7525,Walm073,Seguin,Home And Lifestyle,53.0,3.0,2020-12-23,15:55:00,Credit Card,6.0,0.33,159.0
7526,Walm086,Rosenberg,Fashion Accessories,63.0,3.0,2021-12-25,18:14:00,Credit Card,6.0,0.33,189.0
7527,Walm003,San Antonio,Home And Lifestyle,36.0,2.0,2021-12-16,16:48:00,Credit Card,6.0,0.48,72.0
7528,Walm050,Victoria,Fashion Accessories,54.0,2.0,2022-11-26,18:10:00,Ewallet,7.0,0.48,108.0
7529,Walm038,Sugar Land,Home And Lifestyle,84.0,2.0,2020-12-06,16:26:00,Credit Card,3.0,0.48,168.0
7530,Walm046,Temple,Fashion Accessories,44.0,3.0,2023-11-16,16:27:00,Credit Card,3.0,0.48,132.0
7531,Walm050,Victoria,Home And Lifestyle,21.0,2.0,2020-11-13,16:26:00,Ewallet,3.0,0.48,42.0
7532,Walm065,Texas City,Fashion Accessories,59.0,2.0,2022-12-23,19:56:00,Credit Card,3.0,0.33,118.0
7533,Walm075,San Marcos,Home And Lifestyle,64.0,3.0,2020-12-15,17:47:00,Credit Card,3.0,0.33,192.0
7534,Walm055,Waxahachie,Fashion Accessories,52.0,1.0,2021-11-26,19:07:00,Credit Card,5.0,0.33,52.0
7535,Walm029,Round Rock,Home And Lifestyle,27.0,3.0,2020-11-25,15:48:00,Credit Card,7.0,0.48,81.0
7536,Walm030,Richardson,Fashion Accessories,16.0,3.0,2021-11-08,17:29:00,Credit Card,5.0,0.48,48.0
7537,Walm069,Rockwall,Home And Lifestyle,79.0,3.0,2022-11-12,16:38:00,Credit Card,6.0,0.33,237.0
7538,Walm054,Sherman,Fashion Accessories,34.0,3.0,2023-12-16,15:11:00,Credit Card,5.0,0.21,102.0
7539,Walm073,Seguin,Home And Lifestyle,83.0,2.0,2020-11-27,19:33:00,Credit Card,3.0,0.33,166.0
7540,Walm082,Weslaco,Fashion Accessories,23.0,1.0,2023-11-16,16:23:00,Credit Card,7.0,0.33,23.0
7541,Walm069,Rockwall,Home And Lifestyle,48.0,3.0,2022-11-09,19:49:00,Credit Card,4.0,0.33,144.0
7542,Walm038,Sugar Land,Fashion Accessories,44.0,2.0,2021-12-24,15:04:00,Credit Card,4.0,0.48,88.0
7543,Walm038,Sugar Land,Home And Lifestyle,44.0,3.0,2020-11-25,20:32:00,Credit Card,4.0,0.48,132.0
7544,Walm038,Sugar Land,Fashion Accessories,69.0,2.0,2022-12-20,17:05:00,Credit Card,7.0,0.48,138.0
7545,Walm050,Victoria,Home And Lifestyle,66.0,1.0,2021-11-23,16:40:00,Ewallet,5.0,0.48,66.0
7546,Walm086,Rosenberg,Fashion Accessories,46.0,1.0,2021-12-30,17:17:00,Credit Card,6.0,0.33,46.0
7547,Walm086,Rosenberg,Home And Lifestyle,16.0,3.0,2020-12-01,18:47:00,Credit Card,3.0,0.33,48.0
7548,Walm073,Seguin,Fashion Accessories,66.0,3.0,2020-12-10,17:33:00,Credit Card,4.0,0.33,198.0
7549,Walm030,Richardson,Home And Lifestyle,47.0,3.0,2021-12-14,19:25:00,Credit Card,6.0,0.48,141.0
7550,Walm055,Waxahachie,Fashion Accessories,75.0,3.0,2022-12-20,18:49:00,Credit Card,7.0,0.33,225.0
7551,Walm025,Waco,Home And Lifestyle,66.0,1.0,2021-11-11,15:25:00,Credit Card,3.0,0.48,66.0
7552,Walm082,Weslaco,Fashion Accessories,78.0,1.0,2020-11-03,17:21:00,Credit Card,3.0,0.33,78.0
7553,Walm082,Weslaco,Home And Lifestyle,62.0,1.0,2021-12-06,18:06:00,Credit Card,4.0,0.33,62.0
7554,Walm084,Schertz,Fashion Accessories,15.0,1.0,2020-12-01,18:21:00,Credit Card,7.0,0.33,15.0
7555,Walm075,San Marcos,Home And Lifestyle,52.0,3.0,2020-12-27,15:59:00,Credit Card,6.0,0.33,156.0
7556,Walm089,Southlake,Fashion Accessories,46.0,2.0,2021-11-01,17:07:00,Credit Card,7.0,0.33,92.0
7557,Walm082,Weslaco,Home And Lifestyle,83.0,1.0,2021-12-08,17:11:00,Credit Card,3.0,0.33,83.0
7558,Walm099,Weatherford,Fashion Accessories,81.0,2.0,2022-12-09,18:23:00,Credit Card,3.0,0.18,162.0
7559,Walm056,Rowlett,Home And Lifestyle,55.0,2.0,2020-11-22,19:35:00,Credit Card,4.0,0.33,110.0
7560,Walm074,Weslaco,Fashion Accessories,38.0,2.0,2021-12-15,17:33:00,Credit Card,7.0,0.33,76.0
7561,Walm046,Temple,Home And Lifestyle,50.0,2.0,2022-12-18,15:34:00,Credit Card,3.0,0.48,100.0
7562,Walm075,San Marcos,Fashion Accessories,79.0,3.0,2022-11-04,16:02:00,Credit Card,4.0,0.33,237.0
7563,Walm087,Waxahachie,Home And Lifestyle,75.0,1.0,2023-12-30,17:30:00,Credit Card,3.0,0.33,75.0
7564,Walm029,Round Rock,Fashion Accessories,61.0,3.0,2023-12-06,19:31:00,Credit Card,4.0,0.48,183.0
7565,Walm050,Victoria,Home And Lifestyle,40.0,1.0,2021-12-13,17:13:00,Ewallet,5.0,0.48,40.0
7566,Walm035,San Angelo,Fashion Accessories,37.0,2.0,2023-11-24,18:02:00,Credit Card,4.0,0.48,74.0
7567,Walm065,Texas City,Home And Lifestyle,85.0,3.0,2022-11-03,20:22:00,Credit Card,4.0,0.33,255.0
7568,Walm009,Plano,Fashion Accessories,15.0,2.0,2021-11-05,20:40:00,Credit Card,6.0,0.48,30.0
7569,Walm032,Tyler,Home And Lifestyle,81.0,3.0,2023-11-16,17:38:00,Credit Card,6.0,0.48,243.0
7570,Walm084,Schertz,Fashion Accessories,66.0,1.0,2023-12-06,19:46:00,Credit Card,6.0,0.33,66.0
7571,Walm009,Plano,Home And Lifestyle,17.0,2.0,2020-12-08,17:28:00,Credit Card,4.0,0.48,34.0
7572,Walm089,Southlake,Fashion Accessories,33.0,1.0,2022-12-20,20:02:00,Credit Card,6.0,0.33,33.0
7573,Walm082,Weslaco,Home And Lifestyle,51.0,1.0,2020-11-26,15:33:00,Credit Card,4.0,0.33,51.0
7574,Walm084,Schertz,Fashion Accessories,23.0,2.0,2023-12-21,19:11:00,Credit Card,7.0,0.33,46.0
7575,Walm084,Schertz,Home And Lifestyle,50.0,2.0,2022-11-30,18:39:00,Credit Card,4.0,0.33,100.0
7576,Walm029,Round Rock,Fashion Accessories,67.0,3.0,2023-11-04,19:21:00,Credit Card,5.0,0.48,201.0
7577,Walm025,Waco,Home And Lifestyle,59.0,3.0,2021-12-22,18:20:00,Credit Card,3.0,0.48,177.0
7578,Walm075,San Marcos,Fashion Accessories,75.0,2.0,2020-12-09,15:36:00,Credit Card,6.0,0.33,150.0
7579,Walm058,Port Arthur,Home And Lifestyle,15.0,1.0,2022-11-07,19:09:00,Credit Card,3.0,0.33,15.0
7580,Walm046,Temple,Fashion Accessories,20.0,2.0,2023-12-14,18:13:00,Credit Card,7.0,0.48,40.0
7581,Walm099,Weatherford,Home And Lifestyle,27.0,1.0,2021-11-07,19:14:00,Credit Card,5.0,0.18,27.0
7582,Walm089,Southlake,Fashion Accessories,59.0,2.0,2023-12-06,16:24:00,Credit Card,4.0,0.33,118.0
7583,Walm038,Sugar Land,Home And Lifestyle,16.0,1.0,2022-11-24,19:21:00,Credit Card,3.0,0.48,16.0
7584,Walm055,Waxahachie,Fashion Accessories,67.0,2.0,2022-11-09,17:45:00,Credit Card,5.0,0.33,134.0
7585,Walm038,Sugar Land,Home And Lifestyle,16.0,3.0,2022-12-03,20:09:00,Credit Card,5.0,0.48,48.0
7586,Walm025,Waco,Fashion Accessories,82.0,1.0,2020-12-13,20:00:00,Credit Card,6.0,0.48,82.0
7587,Walm003,San Antonio,Home And Lifestyle,56.0,3.0,2023-12-03,17:10:00,Credit Card,3.0,0.48,168.0
7588,Walm055,Waxahachie,Fashion Accessories,34.0,3.0,2021-12-31,18:09:00,Credit Card,3.0,0.33,102.0
7589,Walm084,Schertz,Home And Lifestyle,46.0,2.0,2023-11-02,19:17:00,Credit Card,7.0,0.33,92.0
7590,Walm082,Weslaco,Fashion Accessories,58.0,1.0,2022-11-09,16:10:00,Credit Card,5.0,0.33,58.0
7591,Walm050,Victoria,Home And Lifestyle,54.0,2.0,2020-11-27,20:35:00,Ewallet,7.0,0.48,108.0
7592,Walm065,Texas City,Fashion Accessories,72.0,3.0,2022-11-06,20:55:00,Credit Card,3.0,0.33,216.0
7593,Walm084,Schertz,Home And Lifestyle,15.0,3.0,2022-12-16,16:40:00,Credit Card,7.0,0.33,45.0
7594,Walm074,Weslaco,Fashion Accessories,22.0,2.0,2020-11-28,20:46:00,Credit Card,7.0,0.33,44.0
7595,Walm087,Waxahachie,Home And Lifestyle,34.0,2.0,2021-11-28,15:59:00,Credit Card,6.0,0.33,68.0
7596,Walm035,San Angelo,Fashion Accessories,41.0,1.0,2023-12-14,15:55:00,Credit Card,4.0,0.48,41.0
7597,Walm032,Tyler,Home And Lifestyle,69.0,1.0,2020-11-14,17:03:00,Credit Card,6.0,0.48,69.0
7598,Walm038,Sugar Land,Fashion Accessories,78.0,3.0,2020-12-22,19:11:00,Credit Card,4.0,0.48,234.0
7599,Walm003,San Antonio,Home And Lifestyle,20.0,3.0,2021-11-28,18:03:00,Credit Card,7.0,0.48,60.0
7600,Walm046,Temple,Fashion Accessories,16.0,3.0,2020-11-14,20:05:00,Credit Card,7.0,0.48,48.0
7601,Walm058,Port Arthur,Home And Lifestyle,32.0,2.0,2022-12-19,16:42:00,Credit Card,3.0,0.33,64.0
7602,Walm089,Southlake,Fashion Accessories,74.0,1.0,2023-12-27,15:34:00,Credit Card,6.0,0.33,74.0
7603,Walm099,Weatherford,Home And Lifestyle,71.0,3.0,2021-12-24,18:39:00,Credit Card,4.0,0.18,213.0
7604,Walm087,Waxahachie,Fashion Accessories,70.0,1.0,2022-11-07,19:23:00,Credit Card,7.0,0.33,70.0
7605,Walm032,Tyler,Home And Lifestyle,70.0,1.0,2021-11-09,18:02:00,Credit Card,5.0,0.48,70.0
7606,Walm055,Waxahachie,Fashion Accessories,15.0,1.0,2022-12-07,17:28:00,Credit Card,6.0,0.33,15.0
7607,Walm038,Sugar Land,Home And Lifestyle,70.0,3.0,2020-11-12,15:02:00,Credit Card,4.0,0.48,210.0
7608,Walm073,Seguin,Fashion Accessories,76.0,3.0,2022-12-21,19:57:00,Credit Card,4.0,0.33,228.0
7609,Walm086,Rosenberg,Home And Lifestyle,60.0,3.0,2023-11-05,16:17:00,Credit Card,7.0,0.33,180.0
7610,Walm035,San Angelo,Fashion Accessories,40.0,2.0,2023-11-17,19:25:00,Credit Card,3.0,0.48,80.0
7611,Walm086,Rosenberg,Home And Lifestyle,53.0,2.0,2023-12-26,15:08:00,Credit Card,4.0,0.33,106.0
7612,Walm035,San Angelo,Fashion Accessories,18.0,3.0,2021-11-25,15:39:00,Credit Card,6.0,0.48,54.0
7613,Walm009,Plano,Home And Lifestyle,60.0,1.0,2022-12-05,16:34:00,Credit Card,3.0,0.48,60.0
7614,Walm025,Waco,Fashion Accessories,33.0,1.0,2020-12-14,17:14:00,Credit Card,7.0,0.48,33.0
7615,Walm055,Waxahachie,Home And Lifestyle,59.0,3.0,2021-11-06,17:59:00,Credit Card,6.0,0.33,177.0
7616,Walm073,Seguin,Fashion Accessories,65.0,2.0,2023-11-01,20:57:00,Credit Card,7.0,0.33,130.0
7617,Walm055,Waxahachie,Home And Lifestyle,45.0,3.0,2021-12-08,17:45:00,Credit Card,4.0,0.33,135.0
7618,Walm003,San Antonio,Fashion Accessories,60.0,1.0,2021-12-01,19:39:00,Credit Card,7.0,0.48,60.0
7619,Walm073,Seguin,Home And Lifestyle,28.0,3.0,2023-12-19,20:14:00,Credit Card,6.0,0.33,84.0
7620,Walm030,Richardson,Fashion Accessories,65.0,1.0,2022-11-14,18:29:00,Credit Card,6.0,0.48,65.0
7621,Walm055,Waxahachie,Home And Lifestyle,46.0,2.0,2020-12-20,16:58:00,Credit Card,4.0,0.33,92.0
7622,Walm084,Schertz,Fashion Accessories,46.0,3.0,2021-11-28,18:14:00,Credit Card,6.0,0.33,138.0
7623,Walm050,Victoria,Home And Lifestyle,51.0,3.0,2020-12-24,16:38:00,Ewallet,5.0,0.48,153.0
7624,Walm065,Texas City,Fashion Accessories,52.0,3.0,2021-12-14,17:02:00,Credit Card,5.0,0.33,156.0
7625,Walm054,Sherman,Home And Lifestyle,39.0,1.0,2020-12-16,20:37:00,Credit Card,7.0,0.21,39.0
7626,Walm003,San Antonio,Fashion Accessories,66.0,2.0,2020-12-04,17:42:00,Credit Card,3.0,0.48,132.0
7627,Walm054,Sherman,Home And Lifestyle,77.0,3.0,2021-11-22,19:22:00,Credit Card,7.0,0.21,231.0
7628,Walm082,Weslaco,Fashion Accessories,29.0,2.0,2020-11-11,18:49:00,Credit Card,3.0,0.33,58.0
7629,Walm086,Rosenberg,Home And Lifestyle,77.0,2.0,2020-12-29,17:50:00,Credit Card,6.0,0.33,154.0
7630,Walm082,Weslaco,Fashion Accessories,42.0,3.0,2020-11-05,20:05:00,Credit Card,5.0,0.33,126.0
7631,Walm009,Plano,Home And Lifestyle,18.0,1.0,2022-12-18,16:38:00,Credit Card,4.0,0.48,18.0
7632,Walm050,Victoria,Fashion Accessories,27.0,1.0,2023-12-22,20:23:00,Ewallet,4.0,0.48,27.0
7633,Walm082,Weslaco,Home And Lifestyle,41.0,2.0,2020-12-17,17:07:00,Credit Card,7.0,0.33,82.0
7634,Walm032,Tyler,Fashion Accessories,61.0,1.0,2022-11-09,19:38:00,Credit Card,6.0,0.48,61.0
7635,Walm073,Seguin,Home And Lifestyle,27.0,3.0,2022-11-30,17:40:00,Credit Card,4.0,0.33,81.0
7636,Walm032,Tyler,Fashion Accessories,70.0,1.0,2021-11-19,18:13:00,Credit Card,6.0,0.48,70.0
7637,Walm030,Richardson,Home And Lifestyle,62.0,2.0,2021-12-23,20:54:00,Credit Card,5.0,0.48,124.0
7638,Walm069,Rockwall,Fashion Accessories,35.0,1.0,2021-11-09,16:21:00,Credit Card,4.0,0.33,35.0
7639,Walm099,Weatherford,Home And Lifestyle,67.0,1.0,2022-12-12,15:51:00,Credit Card,4.0,0.18,67.0
7640,Walm056,Rowlett,Fashion Accessories,46.0,3.0,2022-11-25,19:02:00,Credit Card,4.0,0.33,138.0
7641,Walm075,San Marcos,Home And Lifestyle,19.0,2.0,2020-12-01,16:25:00,Credit Card,7.0,0.33,38.0
7642,Walm065,Texas City,Fashion Accessories,17.0,1.0,2022-12-12,19:57:00,Credit Card,6.0,0.33,17.0
7643,Walm003,San Antonio,Home And Lifestyle,39.0,3.0,2023-12-23,19:25:00,Credit Card,4.0,0.48,117.0
7644,Walm003,San Antonio,Fashion Accessories,71.0,2.0,2022-11-09,15:17:00,Credit Card,4.0,0.48,142.0
7645,Walm065,Texas City,Home And Lifestyle,68.0,3.0,2022-11-30,15:53:00,Credit Card,3.0,0.33,204.0
7646,Walm086,Rosenberg,Fashion Accessories,83.0,3.0,2023-12-16,15:13:00,Credit Card,4.0,0.33,249.0
7647,Walm058,Port Arthur,Home And Lifestyle,37.0,3.0,2020-12-12,15:36:00,Credit Card,5.0,0.33,111.0
7648,Walm082,Weslaco,Fashion Accessories,20.0,1.0,2021-12-01,16:02:00,Credit Card,6.0,0.33,20.0
7649,Walm065,Texas City,Home And Lifestyle,63.0,3.0,2022-12-20,17:54:00,Credit Card,6.0,0.33,189.0
7650,Walm009,Plano,Fashion Accessories,39.0,2.0,2022-12-12,17:58:00,Credit Card,6.0,0.48,78.0
7651,Walm038,Sugar Land,Home And Lifestyle,45.0,2.0,2020-12-27,18:02:00,Credit Card,4.0,0.48,90.0
7652,Walm058,Port Arthur,Fashion Accessories,48.0,2.0,2021-11-16,17:52:00,Credit Card,7.0,0.33,96.0
7653,Walm086,Rosenberg,Home And Lifestyle,22.0,2.0,2021-12-24,15:25:00,Credit Card,4.0,0.33,44.0
7654,Walm003,San Antonio,Fashion Accessories,61.0,2.0,2023-11-08,15:27:00,Credit Card,3.0,0.48,122.0
7655,Walm003,San Antonio,Home And Lifestyle,34.0,2.0,2020-11-27,18:13:00,Credit Card,3.0,0.48,68.0
7656,Walm073,Seguin,Fashion Accessories,28.0,3.0,2020-11-06,18:35:00,Credit Card,4.0,0.33,84.0
7657,Walm025,Waco,Home And Lifestyle,84.0,1.0,2020-12-29,20:52:00,Credit Card,4.0,0.48,84.0
7658,Walm065,Texas City,Fashion Accessories,61.0,2.0,2020-12-06,17:36:00,Credit Card,4.0,0.33,122.0
7659,Walm030,Richardson,Home And Lifestyle,17.0,2.0,2022-11-26,16:06:00,Credit Card,3.0,0.48,34.0
7660,Walm046,Temple,Fashion Accessories,53.0,1.0,2020-11-24,20:29:00,Credit Card,5.0,0.48,53.0
7661,Walm074,Weslaco,Home And Lifestyle,73.0,1.0,2022-12-31,18:10:00,Credit Card,6.0,0.33,73.0
7662,Walm050,Victoria,Fashion Accessories,58.0,3.0,2021-11-06,16:37:00,Ewallet,7.0,0.48,174.0
7663,Walm086,Rosenberg,Home And Lifestyle,81.0,1.0,2023-12-13,17:19:00,Credit Card,4.0,0.33,81.0
7664,Walm038,Sugar Land,Fashion Accessories,52.0,2.0,2021-11-28,16:55:00,Credit Card,5.0,0.48,104.0
7665,Walm075,San Marcos,Home And Lifestyle,24.0,1.0,2022-11-17,16:08:00,Credit Card,6.0,0.33,24.0
7666,Walm003,San Antonio,Fashion Accessories,22.0,3.0,2020-12-24,18:22:00,Credit Card,3.0,0.48,66.0
7667,Walm030,Richardson,Home And Lifestyle,34.0,3.0,2021-12-08,17:35:00,Credit Card,6.0,0.48,102.0
7668,Walm099,Weatherford,Fashion Accessories,59.0,3.0,2022-12-06,15:41:00,Credit Card,5.0,0.18,177.0
7669,Walm099,Weatherford,Home And Lifestyle,30.0,2.0,2022-12-12,18:55:00,Credit Card,3.0,0.18,60.0
